IISc_SPICORProject_EN_F_AGRI_6095|Effigies of Siddaramaiah, Jayalalithaa and Karnataka's Water Resources Minister M B Patil were also burnt at several places by activists of the pro Kannada Rakshana Vedike
IISc_SPICORProject_EN_F_AGRI_6106|Public Relations, Water Resources and Parliamentary Affairs Minister Narottam Mishra on Sunday participated in programmes organised in village Hatheli and Sitapur in Datia district
IISc_SPICORProject_EN_F_ENTE_1210|Resource persons were third year mechanical engineering students, Tanmay Bhagat, Bahar Phadte, Malaika Korgaonker, Priya Ghogale, Ruturaj Phadte, Siddhant Panjikar and Sejel Martins
IISc_SPICORProject_EN_F_ENTE_6106|hashtag If Super heroes Were Indian Superman's Father - Woh sab theek hai par Bank Exams ke forms bhar de jaldi, agle mahine exams hai
IISc_SPICORProject_EN_F_ENTE_6968|Employees from Pauri, Haridwar, Nainital, Udham Singh Nagar, Tehri, Uttarkashi, Almora, Bageshwar, Pithoragarh and other districts would take part in the training programme
IISc_SPICORProject_EN_F_ENTE_4251|Requires Salesman for Jammu, Poonch, Rajouri, Doda, Bhaderwah, Udhampur, Katra, Kathua, Experience in selling of FMC Products with good communication skills and target oriented.
IISc_SPICORProject_EN_F_ENTE_2095|Angrezi Medium song Nachan Nu Jee Karda- Radhika Madan dances her heart out, aces Hrithik, Ranveer Singh's movies
IISc_SPICORProject_EN_F_ENTE_4006|A Dibakar Banerjee find, Rao earlier showed her skills in films Band Baaja Baaraat, Ishqiya, Oye Lucky Lucky Oye
IISc_SPICORProject_EN_F_ENTE_4601|The State resources persons Kishor Kumar Verma, Nawneet Gaur, Sukra Oraon and Sanjay Nath Deogharia played vital roles in the training programme
IISc_SPICORProject_EN_F_ENTE_3017|The unorganised sectors are petrol pumps, shopping malls, nursing homes, shops , showrooms, private schools and colleges, hotels and lodges and many others
IISc_SPICORProject_EN_F_ENTE_1729|Union Home Secretary Ajay Bhalla, Director of Intelligence Bureau Arvind Kumar, Congress leader Subhash Chopra, B J P's Manoj Tiwari and Ramvir Bidhuri attended the meeting
IISc_SPICORProject_EN_F_ENTE_5000|Thus, it prevents degenerative changes in our musculoskeletal system, prevents premature ageing and prevents Alzheimer's disease, says Doctor Vrunda Lotlikar, Medical Consultant, Birla Ayurveda
IISc_SPICORProject_EN_F_ENTE_1730|Solution providers are progressively integrating additional softwarebased, often cloud based, functionalities into robotics systems, Remy Glaisner, Research Director at I D C's Worldwide Robotics- Commercial Service Robots
IISc_SPICORProject_EN_F_ENTE_2323|Jaago begins with the lines 'Doob raha hai ye desh Jee lo yeh zindagi Ya chhodo ye jawani'
IISc_SPICORProject_EN_F_ENTE_3895|After this, the artists performed 'More Satguru Hoon Rangrej', 'More Satguru Jee Dini Hai Gyan' and 'Raha Reh Maan' respectively
IISc_SPICORProject_EN_F_ENTE_2941|Doctor YAHYA NASHEET and RASHEED ANJUM have been appointed Visiting Fellows in Jamia Millia Islamia, Department of Urdu's Tagore Research and Translation project
IISc_SPICORProject_EN_F_ENTE_4544|That is the real challenge, says Shanti Chaudhary, president of the Shreejana Vikas Kendra, a Kathmandu based organisation which holds training workshops in villages
IISc_SPICORProject_EN_F_ENTE_1404|Nawaz Sharif Muhammad Safdar Pakistan Nawaz Sharif son in law Maryam Sharif Panama Papers National Accountability Bureau Sharif family investigation
IISc_SPICORProject_EN_F_ENTE_6666|Susmita Misra, a market research professional, Sonali Dhawan, entrepreneur, Rajdipa Behura, lawyer, Manisha Gawade, artist, Susmita Verma Mohanty, entrepreneur
IISc_SPICORProject_EN_F_ENTE_2712|Jammu- Jammu Kashmir Medical Employees Federation during their visit of district Doda constituted new bodies at blocks Ukhral, Banihal and Ramban
IISc_SPICORProject_EN_F_ENTE_5337|Cockroaches and other insects including scorpions and centipedes have been ingredients in traditional Chinese medicine for thousands of years called Kangfuxin Ye, Geng said
IISc_SPICORProject_EN_F_ENTE_3578|mint india wire Toppr Technologies Alteria Capital learning platform Zishaan Hayath Hemanth Goteti SAIF Partners Eight Roads Helion Venture Partners
IISc_SPICORProject_EN_F_ENTE_1951|It includes setting up a shell assembly shop,bogie shop,wheel shop,paint shop,machine shop,stores for logistic support,the administrative building,technical training centre,hostel,housing,service buildings,shopping and sports complexes
IISc_SPICORProject_EN_F_ENTE_7011|AMRI joined hands with French drugmaker Sanofi Aventis S A,which sells Allegra and filed the lawsuit
IISc_SPICORProject_EN_F_ENTE_4399|Councillors Pratima Coutinho, Sadanand Naik, Tito Cardoz and Damodar Shirodkar held a discussion on the proposed budget
IISc_SPICORProject_EN_F_ENTE_734|The Mukta Chintana Mancha, Odisha organised the event including a discussion on the topic Odia Chalachitra ra Diga O Diganta
IISc_SPICORProject_EN_F_ENTE_1941|Those who took part in this discussion were Aisha Jalal, Shazia Sikandar, Venkat Dholipala, Nishad Hazari and Arushi Botalia
IISc_SPICORProject_EN_F_ENTE_2925|In France, Laxmi started learning bharatnatyam under Armelle Choquard and later, Dominique Delorme, who were both disciples of V S Muthuswami Pillai
IISc_SPICORProject_EN_F_ENTE_6468|The research which is partly funded by the Bhabha Atomic Research Centre includes Jajjal, Burj Sema, Sheikhpura, Giana, Kamalu villages
IISc_SPICORProject_EN_F_ENTE_1209|Pune based Shifu Kanishka Sharma talks about teaching Madhuri Dixit Nene the techniques of martial arts for her upcoming film Gulab Gang
IISc_SPICORProject_EN_F_ENTE_1306|Top doubles pairings of Satwiksairaj Rankireddy Chirag Shetty and Sikki Reddy Ashwini Ponappa will also miss action owing to exams and illness
IISc_SPICORProject_EN_F_ENTE_5296|Intelligence agencies say Chinese soldiers entered disputed areas and in some cases constructed bunkers and hoisted Chinese flags
IISc_SPICORProject_EN_F_ENTE_2464|The source said, The discussion with the three strong supporters of Yeddyurappa - Basavaraj Bommai, Umesh Katti and V Somanna - has yielded results
IISc_SPICORProject_EN_F_ENTE_7167|The company has produced around nine movies so far, including blockbuster Jaane Tu Ya Jane Na, Ashutosh Gowariker's Khelenge Jee Jaan Se and Aisha
IISc_SPICORProject_EN_F_ENTE_4427|The programme, called Shishu Tirtha, includes training in journalistic techniques, use of microphones and recording devices, and writing scripts and storyboards
IISc_SPICORProject_EN_F_ENTE_484|Panel discussion followed on reclaiming humanity through literature with Rahman Abbas, Isa Kamari, Shafey Kidwai and Ziya Us Salam as participants
IISc_SPICORProject_EN_F_ENTE_5967|Dual degree students of the department, Suthirth Vaidya and Abhijith Chunduru, joined the research group, guided by Dr Ramanathan Muthuganapathy and me
IISc_SPICORProject_EN_F_ENTE_4647|Murudkar,along with his colleague Piyush Solankar,will be teaching the Mahatma Phule pagdi,Mawli pagdi,Shahi turbans and of course,the Puneri pheta
IISc_SPICORProject_EN_F_ENTE_5862|Besides the Tanzanian troops, the C T C is involved in training forces from other countries in East Africa including Kenya, Uganda, Rwanda and Burundi
IISc_SPICORProject_EN_F_ENTE_4497|Ministers, including the law Minister, have broken the age-old tradition by relaxing and hobnobbing with Daitapatis at the prohibited Savar Palli and Sagadi, said Mohapatra
IISc_SPICORProject_EN_F_ENTE_5541|Calling modern lifestyle superfast, Modi urged Indian scientists to plan and take up research whose results will offer longterm solutions to problems plaguing society
IISc_SPICORProject_EN_F_ENTE_926|Davinder Kour has been promoted regularized as Principal Tutor while Doctor Dara Singh has been promoted regularized as Medical Superintendent from Incharge Medical Superintendent
IISc_SPICORProject_EN_F_EVAL_00393|MahaShivratri, a Hindu festival, celebrated annually in honor of the Lord Shiva, refers to the night when Lord Shiva performs the heavenly dance.
IISc_SPICORProject_EN_F_EVAL_00341|'A Suitable Boy', a novel by Vikram Seth, is one of the longest novels published in a single volume.
IISc_SPICORProject_EN_F_EVAL_00369|India is home to quite a few unique styles of martial arts, some of which have ancient origins.
IISc_SPICORProject_EN_F_EVAL_00370|In Indian culture, eating with hands is a widespread practice as fingers being heat receptors, prevent the mouth from burning and boost digestion.
IISc_SPICORProject_EN_F_EVAL_00339|Science fiction fandom is the "Communication of the literature of ideas, the culture in which new ideas emerge and grow before being released into society at large.
IISc_SPICORProject_EN_F_EVAL_00024|Riya had already called him twice, he'll be here soon.
IISc_SPICORProject_EN_F_EVAL_00005|I'm going to buy some ice-cream, which flavor do you need?
IISc_SPICORProject_EN_F_EVAL_00111|What were the passengers up to when the incident happened?
IISc_SPICORProject_EN_F_EVAL_00199|Why did you cancel our after school programme, Nayan?
IISc_SPICORProject_EN_F_EVAL_00141|Do you really think Mohit will make it to the finals this time?
IISc_SPICORProject_EN_F_EVAL_00037|Riya is making some pancakes right now, would you like some?
IISc_SPICORProject_EN_F_EVAL_00035|Are you going anywhere during the vacations or you'll be here only?
IISc_SPICORProject_EN_F_EVAL_00205|Largest Mumbai is the cotton textile center in the country.
IISc_SPICORProject_EN_F_EVAL_00099|Have you shopped from that place before?
IISc_SPICORProject_EN_F_EVAL_00021|Can you please lend me a thousand bucks?
IISc_SPICORProject_EN_F_EVAL_00175|Why are there so many puddles everywhere?
IISc_SPICORProject_EN_F_EVAL_00149|Where did you stay during your visit to Ladakh?
IISc_SPICORProject_EN_F_EVAL_00125|Whom have you called home in the evening, Maria?
IISc_SPICORProject_EN_F_EVAL_00123|Why is there so much traffic on roads today?
IISc_SPICORProject_EN_F_EVAL_00165|Was there much traffic on the roads this morning?
IISc_SPICORProject_EN_F_EVAL_00045|Would you want to sprinkle some onions over this?
IISc_SPICORProject_EN_F_EVAL_00018|Did you take them as prescribed by the doctor?
IISc_SPICORProject_EN_F_EVAL_00031|Who has painted that painting? It's so beautiful.
IISc_SPICORProject_EN_F_EVAL_00155|Is it only me or everyone couldn't finish the article?
IISc_SPICORProject_EN_F_EVAL_00139|Do you need any help with your assignment, Manish?
IISc_SPICORProject_EN_F_EVAL_00033|Are you going to get my watch repaired today or not?
IISc_SPICORProject_EN_F_EVAL_00077|Did you get our car serviced after that long journey?
IISc_SPICORProject_EN_F_EVAL_00041|Can you please open the door for me, my hands are dirty!
IISc_SPICORProject_EN_F_EVAL_00187|Who had evacuated this whole town and why?
IISc_SPICORProject_EN_F_EVAL_00129|Who had recommended that lawyer to you? Do you know him?
IISc_SPICORProject_EN_F_EVAL_00069|Did you hear about the sale running on Myntra right now?
IISc_SPICORProject_EN_F_EVAL_00039|Have you finished writing the report I asked you about yesterday?
IISc_SPICORProject_EN_F_EVAL_00109|Does your dog eat green beans or he only eats Pedigree?
IISc_SPICORProject_EN_F_EVAL_00131|I can't find my new coat mom which I bought from New York?
IISc_SPICORProject_EN_F_EVAL_00167|Did you enjoy your stay there? I heard that you lost your wallet?
IISc_SPICORProject_EN_F_EVAL_00001|Does it help that your wife understands what it's like to be in the public eye?
IISc_SPICORProject_EN_F_EVAL_00264|The are police investigating case the that on happened Saturday night.
IISc_SPICORProject_EN_F_EVAL_00263|The at staff school not are happy with new their working conditions.
IISc_SPICORProject_EN_F_EVAL_00053|Have you got your passport with you?
IISc_SPICORProject_EN_F_EVAL_00161|Is that John near that shop?
IISc_SPICORProject_EN_F_EVAL_00119|Where have you been since evening?
IISc_SPICORProject_EN_F_EVAL_00038|Of course , you know they're my favorite.
IISc_SPICORProject_EN_F_EVAL_00157|Would you like Chicken or Fish for dinner?
IISc_SPICORProject_EN_F_EVAL_00071|How much more do we have to wait for the train?
IISc_SPICORProject_EN_F_EVAL_00047|Why do you always sit alone and cry, Tom?
IISc_SPICORProject_EN_F_EVAL_00115|Can you hear what the professor is saying?
IISc_SPICORProject_EN_F_EVAL_00133|Why did you decide to join the police force?
IISc_SPICORProject_EN_F_EVAL_00145|Did you get a chance to meet John last month?
IISc_SPICORProject_EN_F_EVAL_00009|Would you like to join us for a holiday in Goa?
IISc_SPICORProject_EN_F_EVAL_00101|Would you like to have some dessert after the meal?
IISc_SPICORProject_EN_F_EVAL_00052|Did you forget your wallet at home again?
IISc_SPICORProject_EN_F_EVAL_00061|Are you sure that Rahul won't like this shirt?
IISc_SPICORProject_EN_F_EVAL_00177|Did you finish reading the book I gave to you?
IISc_SPICORProject_EN_F_EVAL_00055|Can you help me find my favorite blue shirt?
IISc_SPICORProject_EN_F_EVAL_00003|Why are you feeling so low today, what's wrong with you?
IISc_SPICORProject_EN_F_EVAL_00195|How did the police identify the missing boy?
IISc_SPICORProject_EN_F_EVAL_00181|Why is John not going to college these days?
IISc_SPICORProject_EN_F_EVAL_00173|Is Mahi still sleeping or is she awake?
IISc_SPICORProject_EN_F_EVAL_00193|Is it a good one as I haven't been here before?
IISc_SPICORProject_EN_F_EVAL_00147|Do we need any milk or do we have enough of it?
IISc_SPICORProject_EN_F_EVAL_00191|Did you inform Andrea about the meeting today?
IISc_SPICORProject_EN_F_EVAL_00183|Is there any bread left on the table for us?
IISc_SPICORProject_EN_F_EVAL_00097|Would you like to have a table near the window sir?
IISc_SPICORProject_EN_F_EVAL_00043|What did you have for breakfast? Are you still hungry?
IISc_SPICORProject_EN_F_EVAL_00179|Did you hear that sound? It must be a burglar?
IISc_SPICORProject_EN_F_EVAL_00121|You've lost so much weight lately! What's the secret?
IISc_SPICORProject_EN_F_EVAL_00158|I don't mind either of them. I enjoy eating both.
IISc_SPICORProject_EN_F_EVAL_00034|Definitely, I will get it done on my way back home.
IISc_SPICORProject_EN_F_EVAL_00095|I can drop you on my way to the office if you don't mind.
IISc_SPICORProject_EN_F_EVAL_00169|Is it some mechanical problem that our car is facing?
IISc_SPICORProject_EN_F_EVAL_00007|Did you see yourself becoming an entrepreneur at some point in time?
IISc_SPICORProject_EN_F_EVAL_00248|Can please you me tell where the nearest is public telephone?
IISc_SPICORProject_EN_F_EVAL_00249|Would of one you tell please me why I join can't your club?
IISc_SPICORProject_EN_F_EVAL_00135|Why is he still living in that old house even after earning so much money?
IISc_SPICORProject_EN_F_EVAL_00214|The took robber out a knife and to intended frighten old the man.
IISc_SPICORProject_EN_F_FOOD_2758|The funding was led by Salesforce Ventures with additional funding from existing investors, including Softbank Investment Advisers and Goldman Sachs
IISc_SPICORProject_EN_F_FOOD_7163|Analyst Yuichi Ishida of Mizuho Investors Securities said production problems at Toshiba could benefit rivals including Samsung
IISc_SPICORProject_EN_F_FOOD_3455|At several unicorns including Ola, Paytm and Rivigo, founders and senior employees have received large cash payouts from secondary share sales and bonus awards
IISc_SPICORProject_EN_F_FOOD_159|O C A Credit provides structured lending solutions to mid-sized corporations that are underserved by commercial banks or that seek alternatives to private equity funding
IISc_SPICORProject_EN_F_FOOD_3567|Currently, its portfolio includes Dixcy Textiles, Quest Global Services, Crompton Greaves Consumer Electricals, Manjushree Technopack and Ask Investment Advisors
IISc_SPICORProject_EN_F_FOOD_3140|Savings through Aadhaar can fund three schemes of the size of Ayushman Bharat, claims Arun Jaitley
IISc_SPICORProject_EN_F_FOOD_3598|The Maharashtra education department asked schools to accept fees via Paytm and other forms of cashless payments
IISc_SPICORProject_EN_F_FOOD_1837|Shiv Sena Bala Saheb Thackeray Jammu and Kashmir unit has demanded G S T and bank interest waiver for farmers
IISc_SPICORProject_EN_F_FOOD_6702|Neeraj Arora is an I I T Delhi, I S B graduate who has previously worked with top internet firms including Paytm and Google
IISc_SPICORProject_EN_F_FOOD_1396|Raine Group L L C, Robey Warshaw L L P and Mizuho Securities Co are acting as financial advisers to SoftBank, it said
IISc_SPICORProject_EN_F_FOOD_557|Existing investors in the company include Danish Microfinance Partners, Microvest Capital Management, SBI Ven Capital and Shorecap.
IISc_SPICORProject_EN_F_FOOD_261|Shares in South Korea are still closely eyeing further risks from the North, said Rhoo Yongseok, a stock analyst at K B Securities in Seoul
IISc_SPICORProject_EN_F_FOOD_5467|Flintstone Technologies challenges an R B I circular, prohibiting banks and financial institutions from providing services to cryptocurrencies
IISc_SPICORProject_EN_F_FOOD_3738|The Tokyo Stock Exchange earlier this month removed Toshiba from its watchlist for delisting citing better internal controls and efforts to improve corporate governance
IISc_SPICORProject_EN_F_FOOD_265|Businesses have the inherent tendency of gravitating to developed zones, Investors feel more secure about returns on investment from developed zones
IISc_SPICORProject_EN_F_FOOD_1692|Ideally, when the R B I cuts repo rates, banks should reduce their M C L Rs, leading to a reduction in interest rates on loans to customers
IISc_SPICORProject_EN_F_FOOD_1138|At the workshop, sales tax officer Sher Singh Dabur, Assistant Sales Tax Officer Ajeet Bhale and Assistant Sales Tax Officer Jaya Sharma were present
IISc_SPICORProject_EN_F_FOOD_496|Cashfree dot com has launched U P I Stack for Businesses, allowing businesses to collect and disburse U P I payments with minimal integration effort
IISc_SPICORProject_EN_F_FOOD_1142|Investment banks Kotak Mahindra Capital Company, C L S A India, D S P Merrill Lynch and Goldman Sachs are managing the initial share sale of SAMHI
IISc_SPICORProject_EN_F_FOOD_1917|Dignitaries of Jamkash Vehicleades launching Maruti Suzuki CIAZ Smart Hybrid Car on Friday
IISc_SPICORProject_EN_F_FOOD_2|R B I Raghuram Rajan Jammu and Kashmir Mehbooba Mufti financing corporate debt restructuring
IISc_SPICORProject_EN_F_FOOD_5429|Currency futures traders also make arbitrage benefits out of different exchange rates in different markets and exchanges
IISc_SPICORProject_EN_F_FOOD_1911|Brokering firms Nomura Securities and Yamaichi Securities are also studying Indian financial business
IISc_SPICORProject_EN_F_FOOD_64|Paytm plans to start distributing mutual funds and advising customers through a new downloadable mobile phone app
IISc_SPICORProject_EN_F_FOOD_515|Guggenheim Securities, T D Securities Incorporated and Centerview Partners advised Thomson Reuters
IISc_SPICORProject_EN_F_FOOD_7252|Altico is backed by marquee investors like Clearwater Capital Partners, Abu Dhabi Investment Council and Varde Partners
IISc_SPICORProject_EN_F_FOOD_487|Banks charge a monthly rate of interest on converted transactions, says Aditya Kumar, founder and C E O of Qbera dot com
IISc_SPICORProject_EN_F_FOOD_3254|Maharashtra Revenue Minister Balasaheb Thorat on Monday said Bollywood movies Tanhaji and Chhapaak be made tax free in the state
IISc_SPICORProject_EN_F_FOOD_5909|The Income Tax department conducted raids on the premises of Jyotsna Suri, M D of Bharat Hotels, in a tax evasion case on Monday
IISc_SPICORProject_EN_F_FOOD_1430|U P I also provides an option for scheduling push and pull transactions for various purposes like sharing bills among peers
IISc_SPICORProject_EN_F_FOOD_3340|At the meeting, Sudhir Srivastava, Additional Secretary and Nitin Kareer, Commissioner, Sales Tax explained the proposed new tax
IISc_SPICORProject_EN_F_FOOD_543|Minority creditors, such as Edelweiss Asset Reconstruction say Synergies Dooray promoters have gamed the system by buying out bad loans
IISc_SPICORProject_EN_F_FOOD_461|Sameer Nigam, C E O and CoFounder of PhonePe said, The PhonePe platform has witnessed incredible transaction volume growth over the past few months
IISc_SPICORProject_EN_F_FOOD_942|Tax experts said the angel tax provisions for startups need to be appropriately modified and provisions need to be reevaluated to cover all startups
IISc_SPICORProject_EN_F_FOOD_3857|PhonePe has been aggressively expanding its offline merchant network as part of a broader goal of establishing itself as the preeminent digital payments brand
IISc_SPICORProject_EN_F_FOOD_2799|Subprime concerns seem to be easing, said Masayoshi Yano, senior manager of investment information at Tokai Tokyo Securities Company Limited
IISc_SPICORProject_EN_F_FOOD_350|Major asset managers and investment banks such as J P Morgan, Citi and BlueBay Asset Management ramped up their exposure to emerging markets in recent weeks,
IISc_SPICORProject_EN_F_FOOD_210|Citic Securities Company and Guosen Securities Company plunged by the daily limit in Shanghai after saying they were under investigation for alleged rule violations
IISc_SPICORProject_EN_F_FOOD_441|Teabox fundraising J A F C O Asia Accel Partners tea beverages startups venture capital Keystone Group Dragoneer Investment Group
IISc_SPICORProject_EN_F_FOOD_3818|Aaykar Parivar Udhampur celebrated Independence Day at Income Tax Office, Udhampur where the National Flag was unfurled by Income Tax Officer, Durga Kaul
IISc_SPICORProject_EN_F_FOOD_6881|All fraudulent transactions were made at various A T Ms in Mohali and Kharar when victims had their debit cards in their possession suggesting card cloning
IISc_SPICORProject_EN_F_HEAL_2431|Some of the most commonly prescribed Ayurveda drugs are Agastya Rasayana, Chyavanaprash, Kanakaasava, Sitopaladi Churna, Swasa Kasa Chintamani rasa, Shringyadi Kwatha, Pushkaramulasava, Swasakuthara rasa, Vasantha Kusumakara rasa
IISc_SPICORProject_EN_F_HEAL_644|Blood spilled in many places from Nanoor, Mayreshwar, Mangalkot, Raina, Ketugram, Galsi, Sadaipur, Putunda, Tamutala, Mahadebpur, Ausgram, Ichilabad, Amta, Arambagh and elsewhere
IISc_SPICORProject_EN_F_HEAL_1651|The Blood Bank's Doctor Rashmita Panigrahi, Pradeep Kumar Subudhi, Sushant Kumar Panigrahi, Ramhari Panda, Naga Bhusan Pradhan and Damburu Bahadur Karki coordinated the camp
